Name,Title,department,Education
 Matteo Pasquali,. A.J. Hartsook Professor of Chemical and Biomolecular Engineering, of Materials Science and NanoEngineering,MS (1992) University of Bologna; PhD (1999) University of Minnesota
 Debananda Pati,. Adjunct Assistant Professor of BioSciences, of Materials Science and NanoEngineering,BSc (1986) Orissa University; MS (1988) University of Buckingham; PhD (1995) University of Calgary
 Ankit Patel,. Assistant Professor of Electrical and Computer Engineering, of Materials Science and NanoEngineering,"AB (2001), MS (2002), PhD (2008) Harvard University"
 Amit Pazgal,. Friedkin Chair in Management, Professor of Marketing,"BS (1987), MS (1992) Tel Aviv University; PhD (1997) Northwestern University"
 Deborah A. Pearson,. Adjunct Professor of Psychological Sciences, Professor of Marketing,"BA (1979) Wesleyan University; MA (1982), PhD (1986) Rice University"
 Neal R. Pellis,. Adjunct Professor of BioSciences, Professor of Marketing,PhD (1972) Miami University
 Evgeni Penev,. Assistant Research Professor in Materials Science and NanoEngineering, Professor of Marketing,"MS (1994) St. Clement of Ohrid University of Sofia, Bulgaria; PhD (2002) Fritz Haber Institute of the Max Planck Society, Berlin, Germany"
 S. Camille Peres,. Adjunct Associate Professor of Psychological Sciences, Professor of Marketing,"BA (1990), MA (1996) University of Houston–Clear Lake; MA (2004), PhD (2005) Rice University"
 John T. Perez,. Adjunct Lecturer of Chemical and Biomolecular Engineering, Professor of Marketing,"BS (1996), MBA (2012) Rice University"
 Heidi Y. Perkins,. Teaching Professor of Kinesiology, Department Chair of Kinesiology,"BS (1985) Missouri State University; MEd (1992), PhD (2006) University of Houston"
 Amanda Perkins Ball,. Assistant Teaching Professor of Kinesiology, Department Chair of Kinesiology,BS (2005) University of Louisville; M.S.Ed (2009) Southern Illinois University Carbondale; PhD (2012) Temple University
 Isabelle Perrigne,. Professor of Economics, Department Chair of Kinesiology,BS (1984) Université de Toulouse; MS (1985) Université de Toulouse; PhD (1991) Université de Toulouse
 Steven Perry,. Lecturer in Program for Writing and Communication, Department Chair of Kinesiology,"BS (2013), MA (2015) Sam Houston State University; MA (2016), PhD (2021) Rice University"
 Elizabeth Petrick,. Associate Professor of History, Department Chair of Kinesiology,"BS (2003) University of Michigan; MA (2009), PhD (2012) University of California San Diego"
 B. Montgomery Pettitt,. Adjunct Professor of Chemistry, Department Chair of Kinesiology,"BS (1975), PhD (1980) University of Houston"
 Leila Peyravan,. Assistant Professor of Accounting, Department Chair of Kinesiology,"BA (2004), MBA (2007), PhD (2016) University of Toronto"
 Dereth Phillips,. Lecturer of BioSciences, Department Chair of Kinesiology,BA (1991) Hiram College; PhD (2000) Harvard University
 George Phillips,. Professor of BioSciences, Associate Dean of Research,BA (1974) Rice University; PhD (1976) Rice University 
 Alessandro Piazza,. Assistant Professor of Strategy, Associate Dean of Research,"BSc (2006), MSc (2009) University of Bologna; MBA (2010) Collège des Ingénieurs and  LaScuola di Alta Formazione al Management, Turin; PhD (2016) Bocconi University, Milan; PhD (2018) Columbia University"
 Alberto Pimpinelli,. Associate Research Professor of Materials Science and NanoEngineering, Associate Dean of Research,"MS (Laurea, 1986) University of Milan, Italy; PhD (1989) University of Parma, Italy"
 James Pindell,. Adjunct Professor of Earth Environmental and Planetary Sciences, Associate Dean of Research,"BA (1979) Colgate University; MS (1981) SUNY Albany; PhD (1985) University of Durham, England"
 Anthony B. Pinn,. Agnes Cullen Arnold Distinguished Professor of Humanities, Professor of Religion,"BA (1986) Columbia University; MDiv (1989) Harvard Divinity School; MA (1991), PhD (1994) Harvard University"
 Timothy Pitts,. Professor of Double Bass, Professor of Religion,BMus (1981) New England Conservatory of Music 
 Aysha Pollnitz,. Associate Professor of History, Professor of Religion,"BA (2001) University of Sydney; MPhil (2003), PhD (2006) University of Cambridge"
 Albert H. Pope,. Gus Sessions Wortham Professor of Architecture, Professor of Religion,BArch (1978) Southern California Institute of Architecture; MArch (1986) Princeton University
 Constance Elise Porter,. Associate Clinical Professor of Marketing, Associate Dean of Diversity,BS (1988) University of Pennsylvania; MBA (1992) University of Michigan; PhD (2005) Georgia State University
 Mary Prendergast,. Associate Professor of Anthropology , Associate Dean of Diversity,"BA (1999) Brown University; MA (2005), PhD (2008) Harvard University"
 Daniel Preston,. Assistant Professor of Mechanical Engineering, Associate Dean of Diversity,"BS (2012) University of Alabama; MS (2014), PhD (2017) Massachusetts Institute of Technology"
 Anastasiya Protasov,. Lecturer of Computational and Applied Mathematics, Associate Dean of Diversity,"BS (2005), MS (2007) Novosibirsk State University; PhD (2016) Rensselaer Polytechnic Institute"
 Han Pu,. Professor of Physics and Astronomy, Associate Chair for the Graduate Program,"BS (1992) University of Science and Technology of China; MS (1994), PhD (1999) University of Rochester"
 Charles Puelz,. Lecturer of Computational and Applied Mathematics, Associate Chair for the Graduate Program,"BA (2011) Wesleyan University; MA (2013), PhD (2017) Rice University"
 Mary M. Purugganan,. Senior Lecturer of Professional Communications, Associate Chair for the Graduate Program,BS (1990) Texas A&M University; PhD (1998) Rice University
 Eleanor Putnam-Farr,. Assistant Professor in Marketing, Associate Chair for the Graduate Program,"BA (2000) Williams College; MBA (2010), PhD (2015) Massachussetts Institute of Technology"
 Nanxiu Qian,. Professor of Chinese Literature, Associate Chair for the Graduate Program,MA (1982) Nanjing University; PhD (1994) Yale University
 Larry Rachleff,. Walter Kris Hubert Professor of Orchestra Conducting, Associate Chair for the Graduate Program,BS (1977) University of Connecticut; MM (1979) University of Michigan
 Judy Radigan,. Lecturer of Education, Associate Chair for the Graduate Program,MFA (1985) University of Houston; MEd (1997) University of St. Thomas; PhD (2001) University of Houston
 K. Ramesh,. Herbert S. Autrey Professor of Accounting, Associate Chair for the Graduate Program,BComm (1978) University of Madras; MAcct (1985) Washington State University; PhD (1991) Michigan State University
 Renata Ramos,. Associate Teaching Professor of Bioengineering, Associate Dean for Academic Affairs,"BS (2002) Instituto Tecnológico y de Estudios Superiores de Monterrey, Mexico; PhD (2008) University of Arizona"
 Arvind Rao,. Adjunct Assistant Professor of Electrical and Computer Engineering, Associate Dean for Academic Affairs,"BEC (2001) Bangalore University; MSE (2003) University of Texas–Austin; MA (2007), PhD (2008) University of Michigan"
 Robert M. Raphael,. Associate Professor of Bioengineering, Associate Dean for Academic Affairs,"BS (1989) University of Notre Dame; MS (1992), PhD (1996) University of Rochester"
 Janet Rarick,. Associate Professor of Music Career Development, Associate Dean for Academic Affairs,BM (1973) University of Southern California
 Stephen Redding,. Lecturer of Architecture, Associate Dean for Academic Affairs,BS (1970) Rice University; MME (1971) Rice University
 Alexander T. Regier,. Professor of English, Associate Dean for Academic Affairs,"BA (1999) University of Durham; MPhil (2000), PhD (2004) University of Cambridge"
 Alan Reid,. Edgar Odell Lovett Professor of Mathematics, Department Chair of Mathematics ,"BS (1984), MS (1985), PhD (1988) University of Aberdeen"
 Patricia H. Reiff,. Professor of Physics and Astronomy, Associate Director of Outreach Programs,"BS (1971) Oklahoma State University; MS (1974), PhD (1975) Rice University"
 David Ress,. Adjunct Associate Professor of Electrical and Computer Engineering, Associate Director of Outreach Programs,"BS (1982) University of California; MS (1984), PhD (1988) Stanford University"
 Arnold Revzin,. Lecturer of BioSciences, Associate Director of Outreach Programs,BSE (1964) University of Michigan; PhD (1969) University of Wisconsin-Madison
 Michael A. Reynolds,. Adjunct Professor of Chemical and Biomolecular Engineering, Associate Director of Outreach Programs,"BS (1995) Michigan State University, PhD (2000) Iowa State University"
 Anna Rhodes,. Assistant Professor of Sociology, Associate Director of Outreach Programs,"BA (2010) Boston College; MA (2012), PhD (2017) Johns Hopkins University"
 John Robin Rice,. Professor of Voice, Associate Director of Outreach Programs,"BMus (1981) Baylor University; MMus (1984), DMA (1993) University of Cincinnati College-Conservatory of Music"
 Rebecca Richards-Kortum,. The Malcolm Gillis University Professor, Professor of Bioengineering and Electrical and Computer Engineering,"BS (1985) University of Nebraska; MS (1987), PhD (1990) Massachusetts Institute of Technology"
 Eric Richardson,. Adjunct Associate Professor of Bioengineering, Professor of Bioengineering and Electrical and Computer Engineering,BS (2005) Brigham Young University; PhD (2009) University of Minnesota
 Laura Richardson,. Lecturer in Program for Writing and Communication, Professor of Bioengineering and Electrical and Computer Engineering,"BA (2007) Vanderbilt Univeristy; MA (2013), PhD (2015) Rice University"
 Béatrice M. Rivière,. Noah Harding Chair and Professor of Computational and Applied Mathematics, Professor of Bioengineering and Electrical and Computer Engineering,"Licence de Mathématiques (1993) Université Claude-Bernard, France; Diplome d’Ingénieur (1995) École Centrale de Lyon, France; MS (1996) Pennsylvania State University; PhD (2000) University of Texas–Austin"
 Scott Rixner,. Professor of Computer Science and in Electrical and Computer Engineering, Professor of Bioengineering and Electrical and Computer Engineering,"BS (1995), ME (1995), PhD (2000) Massachusetts Institute of Technology"
 Marc A. Robert,. Professor of Chemical and Biomolecular Engineering, Professor of Bioengineering and Electrical and Computer Engineering,"Diploma (1975) Swiss Federal Institute of Technology, Zurich; PhD (1980) Swiss Federal Institute of Technology, Lausanne"
 Elizabeth Roberto,. Assistant Professor of Sociology, Professor of Bioengineering and Electrical and Computer Engineering,"BA (2000), MPA (2002) George Washington University; PhD (2018) Yale University"
 Jacob Robinson,. Associate Professor of Electrical and Computer Engineering and Bioengineering, Professor of Bioengineering and Electrical and Computer Engineering,BS (2003) University of California at Los Angeles; MS/PhD (2008) Cornell University
 Patrick Rodi,. Professor in the Practice of Mechanical Engineering, Professor of Bioengineering and Electrical and Computer Engineering,"BS (1984) University of Florida; MS (1986), PhD (1992) University of Texas-Austin"
 Augusto X. Rodriguez,. Associate Teaching Professor of Kinesiology, Professor of Bioengineering and Electrical and Computer Engineering,"BEd (1998) University of Puerto Rico; MS (2003), PhD (2010) University of Houston"
 Peter Rodriguez,. Dean of the Jesse H. Jones Graduate School of Business, Professor of Strategic Management,"BS (1990) Texas A&M University; MS (1992), PhD (1998) Princeton University"
 Corina E. Rogge,. Adjunct Assistant Professor of Chemistry, Professor of Strategic Management,"BA (1994) Bryn Mawr College; MS (1995), PhD (2000) Yale University"
 Susan M. Rosenberg,. Adjunct Professor of BioSciences , Professor of Strategic Management,"BA (1980) State University of New York–Potsdam; MS (1981), PhD (1986) University of Oregon"
 Peter Rossky,. Harry C. and Olga K. Wiess Professor of Chemistry, Professor of Chemical and Biomolecular Engineering,"BA (1971) Cornell University; MA (1972), PhD (1978) Harvard University"
 Malcolm I. Ross,. Adjunct Professor of Earth, Environmental and Planetary Sciences,BA (1984) Colgate University; MA (1987) University of Texas-Austin; PhD (1995) Rice University
 Brian R. Rountree,. Associate Professor of Accounting, Environmental and Planetary Sciences,BS (1996) Babson College; PhD (2003) University of North Carolina–Chapel Hill
